正體	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	备注
烹	pʰɔŋ	˨˩	pʰɔŋ˨˩	21	1	
蚌	pʰɔŋ	˧	pʰɔŋ˧	33	6	
埲	pʰɔŋ	˧	pʰɔŋ˧	33	6	塵土飛揚
捧	pʰɔŋ	˧˨˨	pʰɔŋ˧˨˨	322	3	
拍	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	
泊	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	湖～
迫	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	
魄	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	
撲	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	
樸	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	
白	pʰɔʔ	˧	pʰɔʔ˧	33	8	
舶	pʰɔʔ	˧	pʰɔʔ˧	33	8	
蔔	pʰɔʔ	˧	pʰɔʔ˧	33	8	
斃	pʰəɪ	˦˥	pʰəɪ˦˥	45	5	白讀，打槍～
佩	pʰəɪ	˦˥	pʰəɪ˦˥	45	5	
配	pʰəɪ	˦˥	pʰəɪ˦˥	45	5	
便	pʰəɪ	˨˦	pʰəɪ˨˦	24	2	～宜
陪	pʰəɪ	˨˦	pʰəɪ˨˦	24	2	文讀
培	pʰəɪ	˨˦	pʰəɪ˨˦	24	2	
賠	pʰəɪ	˨˦	pʰəɪ˨˦	24	2	文讀
胚	pʰəɪ	˨˩	pʰəɪ˨˩	21	1	
備	pʰəɪ	˧	pʰəɪ˧	33	6	
憊	pʰəɪ	˧	pʰəɪ˧	33	6	
幣	pʰəɪ	˧	pʰəɪ˧	33	6	又音
呸	pʰəɪ		pʰəɪ	0	0	
笨	pʰəŋ	˦˥	pʰəŋ˦˥	45	5	又音
噴	pʰəŋ	˦˥	pʰəŋ˦˥	45	5	
盆	pʰəŋ	˨˦	pʰəŋ˨˦	24	2	
噴	pʰəŋ	˨˩	pʰəŋ˨˩	21	1	
笨	pʰəŋ	˧	pʰəŋ˧	33	6	
荸	pʰəʔ	˧	pʰəʔ˧	33	8	～薺
勃	pʰəʔ	˧	pʰəʔ˧	33	8	
脖	pʰəʔ	˧	pʰəʔ˧	33	8	
派	pʰɛ	˦˥	pʰɛ˦˥	45	5	
湃	pʰɛ	˦˥	pʰɛ˦˥	45	5	
排	pʰɛ	˨˦	pʰɛ˨˦	24	2	
牌	pʰɛ	˨˦	pʰɛ˨˦	24	2	
敗	pʰɛ	˧	pʰɛ˧	33	6	
稗	pʰɛ	˧	pʰɛ˧	33	6	
遍	pʰĩ	˦˥	pʰĩ˦˥	45	5	白讀
片	pʰĩ	˦˥	pʰĩ˦˥	45	5	
騙	pʰĩ	˦˥	pʰĩ˦˥	45	5	
便	pʰĩ	˨˦	pʰĩ˨˦	24	2	～宜
偏	pʰĩ	˨˩	pʰĩ˨˩	21	1	
篇	pʰĩ	˨˩	pʰĩ˨˩	21	1	
編	pʰĩ	˨˩	pʰĩ˨˩	21	1	
便	pʰĩ	˧	pʰĩ˧	33	6	方～
辨	pʰĩ	˧	pʰĩ˧	33	6	
辮	pʰĩ	˧	pʰĩ˧	33	6	
辯	pʰĩ	˧	pʰĩ˧	33	6	
鰾	pʰiɒ	˦˥	pʰiɒ˦˥	45	5	
票	pʰiɒ	˦˥	pʰiɒ˦˥	45	5	
漂	pʰiɒ	˦˥	pʰiɒ˦˥	45	5	
嫖	pʰiɒ	˨˦	pʰiɒ˨˦	24	2	
瓢	pʰiɒ	˨˦	pʰiɒ˨˦	24	2	
飄	pʰiɒ	˨˩	pʰiɒ˨˩	21	1	
漂	pʰiɒ	˨˩	pʰiɒ˨˩	21	1	
摽	pʰiɒ	˧	pʰiɒ˧	33	6	打擊，落下
漂	pʰiɒ	˧˨˨	pʰiɒ˧˨˨	322	3	
劈	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	
枇	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	
匹	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	
辟	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	
僻	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	
闢	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	
鼻	pʰiəʔ	˧	pʰiəʔ˧	33	8	
屁	pʰiᶨ	˦˥	pʰiᶨ˦˥	45	5	
譬	pʰiᶨ	˦˥	pʰiᶨ˦˥	45	5	
陪	pʰiᶨ	˨˦	pʰiᶨ˨˦	24	2	白讀
賠	pʰiᶨ	˨˦	pʰiᶨ˨˦	24	2	白讀
皮	pʰiᶨ	˨˦	pʰiᶨ˨˦	24	2	
疲	pʰiᶨ	˨˦	pʰiᶨ˨˦	24	2	
啤	pʰiᶨ	˨˦	pʰiᶨ˨˦	24	2	
琵	pʰiᶨ	˨˦	pʰiᶨ˨˦	24	2	
脾	pʰiᶨ	˨˦	pʰiᶨ˨˦	24	2	
批	pʰiᶨ	˨˩	pʰiᶨ˨˩	21	1	
披	pʰiᶨ	˨˩	pʰiᶨ˨˩	21	1	
背	pʰiᶨ	˧	pʰiᶨ˧	33	6	白讀
被	pʰiᶨ	˧	pʰiᶨ˧	33	6	
焙	pʰiᶨ	˧	pʰiᶨ˧	33	6	～火
幣	pʰiᶨ	˧	pʰiᶨ˧	33	6	
避	pʰiᶨ	˧	pʰiᶨ˧	33	6	
斃	pʰiᶨ	˧	pʰiᶨ˧	33	6	文讀
痞	pʰiᶨ	˧˨˨	pʰiᶨ˧˨˨	322	3	
聘	pʰiŋ	˦˥	pʰiŋ˦˥	45	5	
貧	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
頻	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
平	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
屏	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
瓶	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
萍	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
評	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
憑	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
蘋	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	
拼	pʰiŋ	˨˩	pʰiŋ˨˩	21	1	
乒	pʰiŋ	˨˩	pʰiŋ˨˩	21	1	
並	pʰiŋ	˧	pʰiŋ˧	33	6	
病	pʰiŋ	˧	pʰiŋ˧	33	6	
品	pʰiŋ	˧˨˨	pʰiŋ˧˨˨	322	3	
撇	pʰiʔ	˦˥	pʰiʔ˦˥	45	7	
瞥	pʰiʔ	˦˥	pʰiʔ˦˥	45	7	
鐅	pʰiʔ	˦˥	pʰiʔ˦˥	45	7	一種鍋
鼻	pʰiʔ	˧	pʰiʔ˧	33	8	
別	pʰiʔ	˧	pʰiʔ˧	33	8	特～
盼	pʰẽ	˦˥	pʰẽ˦˥	45	5	
袢	pʰẽ	˦˥	pʰẽ˦˥	45	5	
襻	pʰẽ	˦˥	pʰẽ˦˥	45	5	
爿	pʰẽ	˨˦	pʰẽ˨˦	24	2	同“𤖭”
𨂝	pʰẽ	˨˦	pʰẽ˨˦	24	2	
攀	pʰẽ	˨˩	pʰẽ˨˩	21	1	
辦	pʰẽ	˧	pʰẽ˧	33	6	白讀，～酒，～席
拔	pʰeʔ	˧	pʰeʔ˧	33	8	
破	pʰʊ	˦˥	pʰʊ˦˥	45	5	
婆	pʰʊ	˨˦	pʰʊ˨˦	24	2	
坡	pʰʊ	˨˩	pʰʊ˨˩	21	1	
笸	pʰʊ	˧˨˨	pʰʊ˧˨˨	322	3	
判	pʰʊ̃ᵘ̃	˦˥	pʰʊ̃ᵘ̃˦˥	45	5	
叛	pʰʊ̃ᵘ̃	˦˥	pʰʊ̃ᵘ̃˦˥	45	5	
畔	pʰʊ̃ᵘ̃	˦˥	pʰʊ̃ᵘ̃˦˥	45	5	
般	pʰʊ̃ᵘ̃	˨˦	pʰʊ̃ᵘ̃˨˦	24	2	白讀，一～
盤	pʰʊ̃ᵘ̃	˨˦	pʰʊ̃ᵘ̃˨˦	24	2	
潘	pʰʊ̃ᵘ̃	˨˩	pʰʊ̃ᵘ̃˨˩	21	1	
拚	pʰʊ̃ᵘ̃	˨˩	pʰʊ̃ᵘ̃˨˩	21	1	
伴	pʰʊ̃ᵘ̃	˧	pʰʊ̃ᵘ̃˧	33	6	
拌	pʰʊ̃ᵘ̃	˧	pʰʊ̃ᵘ̃˧	33	6	
潑	pʰʊᵘʔ	˦˥	pʰʊᵘʔ˦˥	45	7	
鈸	pʰʊᵘʔ	˧	pʰʊᵘʔ˧	33	8	
鋪	pʰʋ	˦˥	pʰʋ˦˥	45	5	
菩	pʰʋ	˨˦	pʰʋ˨˦	24	2	
脯	pʰʋ	˨˦	pʰʋ˨˦	24	2	
葡	pʰʋ	˨˦	pʰʋ˨˦	24	2	
蒲	pʰʋ	˨˦	pʰʋ˨˦	24	2	
孵	pʰʋ	˨˩	pʰʋ˨˩	21	1	
鋪	pʰʋ	˨˩	pʰʋ˨˩	21	1	
舖	pʰʋ	˨˩	pʰʋ˨˩	21	1	
步	pʰʋ	˧	pʰʋ˧	33	6	
部	pʰʋ	˧	pʰʋ˧	33	6	
埠	pʰʋ	˧	pʰʋ˧	33	6	
簿	pʰʋ	˧	pʰʋ˧	33	6	
伏	pʰʋ	˧	pʰʋ˧	33	6	孵蛋
捕	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
甫	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
輔	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
附	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
脯	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
圃	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
浦	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
普	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
譜	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	
遍	pĩ	˦˥	pĩ˦˥	45	5	文讀
變	pĩ	˦˥	pĩ˦˥	45	5	
煸	pĩ	˨˩	pĩ˨˩	21	1	
蝙	pĩ	˨˩	pĩ˨˩	21	1	
編	pĩ	˨˩	pĩ˨˩	21	1	
鞭	pĩ	˨˩	pĩ˨˩	21	1	
邊	pĩ	˨˩	pĩ˨˩	21	1	
鯿	pĩ	˨˩	pĩ˨˩	21	1	鯧～魚
扁	pĩ	˧˨˨	pĩ˧˨˨	322	3	
匾	pĩ	˧˨˨	pĩ˧˨˨	322	3	
貶	pĩ	˧˨˨	pĩ˧˨˨	322	3	
𠷨	piɑ	˧˨˨	piɑ˧˨˨	322	3	歪
㧼	piɒ	˦˥	piɒ˦˥	45	5	拉，牽制
彪	piɒ	˨˩	piɒ˨˩	21	1	
䁃	piɒ	˨˩	piɒ˨˩	21	1	看
標	piɒ	˨˩	piɒ˨˩	21	1	
膘	piɒ	˨˩	piɒ˨˩	21	1	
鏢	piɒ	˨˩	piɒ˨˩	21	1	
瞟	piɒ	˨˩	piɒ˨˩	21	1	
表	piɒ	˧˨˨	piɒ˧˨˨	322	3	
婊	piɒ	˧˨˨	piɒ˧˨˨	322	3	
裱	piɒ	˧˨˨	piɒ˧˨˨	322	3	
錶	piɒ	˧˨˨	piɒ˧˨˨	322	3	
逼	piəʔ	˦˥	piəʔ˦˥	45	7	
筆	piəʔ	˦˥	piəʔ˦˥	45	7	
臂	piəʔ	˦˥	piəʔ˦˥	45	7	
必	piəʔ	˦˥	piəʔ˦˥	45	7	
畢	piəʔ	˦˥	piəʔ˦˥	45	7	
碧	piəʔ	˦˥	piəʔ˦˥	45	7	
潷	piəʔ	˦˥	piəʔ˦˥	45	7	
壁	piəʔ	˦˥	piəʔ˦˥	45	7	
璧	piəʔ	˦˥	piəʔ˦˥	45	7	
閉	piᶨ	˦˥	piᶨ˦˥	45	5	
痺	piᶨ	˦˥	piᶨ˦˥	45	5	
蔽	piᶨ	˦˥	piᶨ˦˥	45	5	
臂	piᶨ	˦˥	piᶨ˦˥	45	5	
秘	piᶨ	˦˥	piᶨ˦˥	45	5	
屄	piᶨ	˨˩	piᶨ˨˩	21	1	
匕	piᶨ	˧˨˨	piᶨ˧˨˨	322	3	
比	piᶨ	˧˨˨	piᶨ˧˨˨	322	3	
彼	piᶨ	˧˨˨	piᶨ˧˨˨	322	3	
鄙	piᶨ	˧˨˨	piᶨ˧˨˨	322	3	
殯	piŋ	˦˥	piŋ˦˥	45	5	
鬢	piŋ	˦˥	piŋ˦˥	45	5	
柄	piŋ	˦˥	piŋ˦˥	45	5	
并	piŋ	˦˥	piŋ˦˥	45	5	
併	piŋ	˦˥	piŋ˦˥	45	5	
摒	piŋ	˦˥	piŋ˦˥	45	5	
彬	piŋ	˨˩	piŋ˨˩	21	1	
斌	piŋ	˨˩	piŋ˨˩	21	1	
賓	piŋ	˨˩	piŋ˨˩	21	1	
濱	piŋ	˨˩	piŋ˨˩	21	1	
檳	piŋ	˨˩	piŋ˨˩	21	1	
瀕	piŋ	˨˩	piŋ˨˩	21	1	
繽	piŋ	˨˩	piŋ˨˩	21	1	
冰	piŋ	˨˩	piŋ˨˩	21	1	
兵	piŋ	˨˩	piŋ˨˩	21	1	
蠙	piŋ	˨˩	piŋ˨˩	21	1	地名，～城
丙	piŋ	˧˨˨	piŋ˧˨˨	322	3	
秉	piŋ	˧˨˨	piŋ˧˨˨	322	3	
稟	piŋ	˧˨˨	piŋ˧˨˨	322	3	
餅	piŋ	˧˨˨	piŋ˧˨˨	322	3	
憋	piʔ	˦˥	piʔ˦˥	45	7	
鱉	piʔ	˦˥	piʔ˦˥	45	7	
別	piʔ	˦˥	piʔ˦˥	45	7	～针
蹩	piʔ	˦˥	piʔ˦˥	45	7	
癟	piʔ	˦˥	piʔ˦˥	45	7	
扮	pẽ	˦˥	pẽ˦˥	45	5	
辦	pẽ	˦˥	pẽ˦˥	45	5	文讀，～公室
瓣	pẽ	˦˥	pẽ˦˥	45	5	
爿	pẽ	˦˥	pẽ˦˥	45	5	
扳	pẽ	˨˩	pẽ˨˩	21	1	
班	pẽ	˨˩	pẽ˨˩	21	1	
般	pẽ	˨˩	pẽ˨˩	21	1	文讀，～配
斑	pẽ	˨˩	pẽ˨˩	21	1	
頒	pẽ	˨˩	pẽ˨˩	21	1	
瘢	pẽ	˨˩	pẽ˨˩	21	1	
阪	pẽ	˧˨˨	pẽ˧˨˨	322	3	
坂	pẽ	˧˨˨	pẽ˧˨˨	322	3	
板	pẽ	˧˨˨	pẽ˧˨˨	322	3	
版	pẽ	˧˨˨	pẽ˧˨˨	322	3	
鈑	pẽ	˧˨˨	pẽ˧˨˨	322	3	
闆	pẽ	˧˨˨	pẽ˧˨˨	322	3	
八	peʔ	˦˥	peʔ˦˥	45	7	
捌	peʔ	˦˥	peʔ˦˥	45	7	
簸	pʊ	˦˥	pʊ˦˥	45	5	
波	pʊ	˨˩	pʊ˨˩	21	1	
玻	pʊ	˨˩	pʊ˨˩	21	1	
菠	pʊ	˨˩	pʊ˨˩	21	1	
播	pʊ	˨˩	pʊ˨˩	21	1	
跛	pʊ	˧˨˨	pʊ˧˨˨	322	3	
簸	pʊ	˧˨˨	pʊ˧˨˨	322	3	
半	pʊ̃ᵘ̃	˦˥	pʊ̃ᵘ̃˦˥	45	5	
搬	pʊ̃ᵘ̃	˨˩	pʊ̃ᵘ̃˨˩	21	1	
缽	pʊᵘʔ	˦˥	pʊᵘʔ˦˥	45	7	
撥	pʊᵘʔ	˦˥	pʊᵘʔ˦˥	45	7	
布	pʋ	˦˥	pʋ˦˥	45	5	
佈	pʋ	˦˥	pʋ˦˥	45	5	
怖	pʋ	˦˥	pʋ˦˥	45	5	
補	pʋ	˧˨˨	pʋ˧˨˨	322	3	
洒	sɑ	˧˨˨	sɑ˧˨˨	322	3	
灑	sɑ	˧˨˨	sɑ˧˨˨	322	3	
喪	sæ̃	˦˥	sæ̃˦˥	45	5	
桑	sæ̃	˨˩	sæ̃˨˩	21	1	
喪	sæ̃	˨˩	sæ̃˨˩	21	1	
搡	sæ̃	˧˨˨	sæ̃˧˨˨	322	3	
嗓	sæ̃	˧˨˨	sæ̃˧˨˨	322	3	
社	ʂɑ	˧	ʂɑ˧	33	6	白讀
射	ʂɑ	˧	ʂɑ˧	33	6	
傻	ʂɑ	˧˨˨	ʂɑ˧˨˨	322	3	
捨	ʂɑ	˧˨˨	ʂɑ˧˨˨	322	3	
常	ʂæ̃	˨˦	ʂæ̃˨˦	24	2	白讀，家～
嘗	ʂæ̃	˨˦	ʂæ̃˨˦	24	2	
嚐	ʂæ̃	˨˦	ʂæ̃˨˦	24	2	
償	ʂæ̃	˨˦	ʂæ̃˨˦	24	2	
裳	ʂæ̃	˨˦	ʂæ̃˨˦	24	2	
商	ʂæ̃	˨˩	ʂæ̃˨˩	21	1	
傷	ʂæ̃	˨˩	ʂæ̃˨˩	21	1	
嗄	ʂɑ	˦˥	ʂɑ˦˥	45	5	聲音嘶啞
廈	ʂɑ	˦˥	ʂɑ˦˥	45	5	大～
舍	ʂɑ	˦˥	ʂɑ˦˥	45	5	白讀
蛇	ʂɑ	˨˦	ʂɑ˨˦	24	2	
沙	ʂɑ	˨˩	ʂɑ˨˩	21	1	
砂	ʂɑ	˨˩	ʂɑ˨˩	21	1	
莎	ʂɑ	˨˩	ʂɑ˨˩	21	1	
紗	ʂɑ	˨˩	ʂɑ˨˩	21	1	
痧	ʂɑ	˨˩	ʂɑ˨˩	21	1	
裟	ʂɑ	˨˩	ʂɑ˨˩	21	1	
鯊	ʂɑ	˨˩	ʂɑ˨˩	21	1	
奢	ʂɑ	˨˩	ʂɑ˨˩	21	1	
賒	ʂɑ	˨˩	ʂɑ˨˩	21	1	
佘	ʂɑ	˨˩	ʂɑ˨˩	21	1	姓
上	ʂæ̃	˧	ʂæ̃˧	33	6	
尚	ʂæ̃	˧	ʂæ̃˧	33	6	
晌	ʂæ̃	˧˨˨	ʂæ̃˧˨˨	322	3	
賞	ʂæ̃	˧˨˨	ʂæ̃˧˨˨	322	3	
索	sæʔ	˦˥	sæʔ˦˥	45	7	
碩	ʂæʔ	˦˥	ʂæʔ˦˥	45	7	
爍	ʂæʔ	˦˥	ʂæʔ˦˥	45	7	
勺	ʂæʔ	˧	ʂæʔ˧	33	8	
芍	ʂæʔ	˧	ʂæʔ˧	33	8	
𢜶	sɒ	˦˥	sɒ˦˥	45	5	快
䴛	sɒ	˦˥	sɒ˦˥	45	5	咸
燥	sɒ	˦˥	sɒ˦˥	45	5	
搔	sɒ	˨˩	sɒ˨˩	21	1	
騷	sɒ	˨˩	sɒ˨˩	21	1	
捎	sɒ	˨˩	sɒ˨˩	21	1	
梢	sɒ	˨˩	sɒ˨˩	21	1	稻～子，芦稷
稍	sɒ	˨˩	sɒ˨˩	21	1	
掃	sɒ	˧˨˨	sɒ˧˨˨	322	3	
嫂	sɒ	˧˨˨	sɒ˧˨˨	322	3	
少	ʂɒ	˦˥	ʂɒ˦˥	45	5	
哨	ʂɒ	˦˥	ʂɒ˦˥	45	5	
肖	ʂɒ	˦˥	ʂɒ˦˥	45	5	～屬（生肖）
韶	ʂɒ	˨˦	ʂɒ˨˦	24	2	
燒	ʂɒ	˨˩	ʂɒ˨˩	21	1	
紹	ʂɒ	˧	ʂɒ˧	33	6	
少	ʂɒ	˧˨˨	ʂɒ˧˨˨	322	3	
宋	sɔŋ	˦˥	sɔŋ˦˥	45	5	
送	sɔŋ	˦˥	sɔŋ˦˥	45	5	
㞞	sɔŋ	˨˦	sɔŋ˨˦	24	2	
松	sɔŋ	˨˩	sɔŋ˨˩	21	1	
鬆	sɔŋ	˨˩	sɔŋ˨˩	21	1	
訟	sɔŋ	˧	sɔŋ˧	33	6	
頌	sɔŋ	˧	sɔŋ˧	33	6	
誦	sɔŋ	˧	sɔŋ˧	33	6	
慫	sɔŋ	˧˨˨	sɔŋ˧˨˨	322	3	
聳	sɔŋ	˧˨˨	sɔŋ˧˨˨	322	3	
舂	ʂɔŋ	˨˩	ʂɔŋ˨˩	21	1	～瞌睡
舂	ʂɔŋ	˧	ʂɔŋ˧	33	6	低头，俯身
速	sɔʔ	˦˥	sɔʔ˦˥	45	7	
宿	sɔʔ	˦˥	sɔʔ˦˥	45	7	
肅	sɔʔ	˦˥	sɔʔ˦˥	45	7	
縮	sɔʔ	˦˥	sɔʔ˦˥	45	7	
續	sɔʔ	˦˥	sɔʔ˦˥	45	7	
俗	sɔʔ	˧	sɔʔ˧	33	8	文讀
叔	ʂɔʔ	˦˥	ʂɔʔ˦˥	45	7	
屬	ʂɔʔ	˦˥	ʂɔʔ˦˥	45	7	
束	ʂɔʔ	˦˥	ʂɔʔ˦˥	45	7	
塾	ʂɔʔ	˧	ʂɔʔ˧	33	8	
熟	ʂɔʔ	˧	ʂɔʔ˧	33	8	
贖	ʂɔʔ	˧	ʂɔʔ˧	33	8	
瘦	səɪ	˦˥	səɪ˦˥	45	5	
嗽	səɪ	˦˥	səɪ˦˥	45	5	
叟	səɪ	˦˥	səɪ˦˥	45	5	
搜	səɪ	˨˩	səɪ˨˩	21	1	
蒐	səɪ	˨˩	səɪ˨˩	21	1	
艘	səɪ	˨˩	səɪ˨˩	21	1	
餿	səɪ	˨˩	səɪ˨˩	21	1	
擻	səɪ	˧˨˨	səɪ˧˨˨	322	3	
獸	ʂəɪ	˦˥	ʂəɪ˦˥	45	5	
收	ʂəɪ	˨˩	ʂəɪ˨˩	21	1	
受	ʂəɪ	˧	ʂəɪ˧	33	6	
授	ʂəɪ	˧	ʂəɪ˧	33	6	
售	ʂəɪ	˧	ʂəɪ˧	33	6	
壽	ʂəɪ	˧	ʂəɪ˧	33	6	
手	ʂəɪ	˧˨˨	ʂəɪ˧˨˨	322	3	
守	ʂəɪ	˧˨˨	ʂəɪ˧˨˨	322	3	
首	ʂəɪ	˧˨˨	ʂəɪ˧˨˨	322	3	
滲	səŋ	˦˥	səŋ˦˥	45	5	
瘮	səŋ	˦˥	səŋ˦˥	45	5	
參	səŋ	˨˩	səŋ˨˩	21	1	
森	səŋ	˨˩	səŋ˨˩	21	1	
僧	səŋ	˨˩	səŋ˨˩	21	1	
蔘	səŋ	˨˩	səŋ˨˩	21	1	
生	səŋ	˨˩	səŋ˨˩	21	1	
牲	səŋ	˨˩	səŋ˨˩	21	1	
甥	səŋ	˨˩	səŋ˨˩	21	1	
省	səŋ	˧˨˨	səŋ˧˨˨	322	3	
勝	ʂəŋ	˦˥	ʂəŋ˦˥	45	5	
聖	ʂəŋ	˦˥	ʂəŋ˦˥	45	5	
抻	ʂəŋ	˦˥	ʂəŋ˦˥	45	5	拉伸
神	ʂəŋ	˨˦	ʂəŋ˨˦	24	2	
繩	ʂəŋ	˨˦	ʂəŋ˨˦	24	2	
盛	ʂəŋ	˨˦	ʂəŋ˨˦	24	2	
申	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
伸	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
身	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
娠	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
深	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
紳	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
升	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
昇	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
聲	ʂəŋ	˨˩	ʂəŋ˨˩	21	1	
葚	ʂəŋ	˧	ʂəŋ˧	33	6	
甚	ʂəŋ	˧	ʂəŋ˧	33	6	
腎	ʂəŋ	˧	ʂəŋ˧	33	6	
慎	ʂəŋ	˧	ʂəŋ˧	33	6	
盛	ʂəŋ	˧	ʂəŋ˧	33	6	
沈	ʂəŋ	˧˨˨	ʂəŋ˧˨˨	322	3	姓
審	ʂəŋ	˧˨˨	ʂəŋ˧˨˨	322	3	
瀋	ʂəŋ	˧˨˨	ʂəŋ˧˨˨	322	3	
嬸	ʂəŋ	˧˨˨	ʂəŋ˧˨˨	322	3	
塞	səʔ	˦˥	səʔ˦˥	45	7	
色	səʔ	˦˥	səʔ˦˥	45	7	
色	səʔ	˦˥	səʔ˦˥	45	7	
嗇	səʔ	˦˥	səʔ˦˥	45	7	
澀	səʔ	˦˥	səʔ˦˥	45	7	
蝨	səʔ	˦˥	səʔ˦˥	45	7	～子
索	səʔ	˦˥	səʔ˦˥	45	7	
失	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
溼	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
濕	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
識	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
式	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
拭	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
室	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
飾	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
適	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
釋	ʂəʔ	˦˥	ʂəʔ˦˥	45	7	
什	ʂəʔ	˧	ʂəʔ˧	33	8	
十	ʂəʔ	˧	ʂəʔ˧	33	8	
石	ʂəʔ	˧	ʂəʔ˧	33	8	
拾	ʂəʔ	˧	ʂəʔ˧	33	8	
食	ʂəʔ	˧	ʂəʔ˧	33	8	
實	ʂəʔ	˧	ʂəʔ˧	33	8	
殖	ʂəʔ	˧	ʂəʔ˧	33	8	骨～
蜇	ʂəʔ	˧	ʂəʔ˧	33	8	又音，海～
塞	sɛ	˦˥	sɛ˦˥	45	5	
賽	sɛ	˦˥	sɛ˦˥	45	5	
曬	sɛ	˦˥	sɛ˦˥	45	5	
舍	sɛ	˦˥	sɛ˦˥	45	5	文讀
柴	sɛ	˨˦	sɛ˨˦	24	2	
腮	sɛ	˨˩	sɛ˨˩	21	1	
鰓	sɛ	˨˩	sɛ˨˩	21	1	
篩	sɛ	˨˩	sɛ˨˩	21	1	
社	sɛ	˧	sɛ˧	33	6	文讀
𢶍	sɛ	˧	sɛ˧	33	6	擸～，脏
扇	ʂĩ	˦˥	ʂĩ˦˥	45	5	
騸	ʂĩ	˦˥	ʂĩ˦˥	45	5	
膻	ʂĩ	˨˩	ʂĩ˨˩	21	1	
扇	ʂĩ	˨˩	ʂĩ˨˩	21	1	
善	ʂĩ	˧	ʂĩ˧	33	6	
擅	ʂĩ	˧	ʂĩ˧	33	6	
繕	ʂĩ	˧	ʂĩ˧	33	6	
贍	ʂĩ	˧	ʂĩ˧	33	6	
鱔	ʂĩ	˧	ʂĩ˧	33	6	
陝	ʂĩ	˧˨˨	ʂĩ˧˨˨	322	3	
閃	ʂĩ	˧˨˨	ʂĩ˧˨˨	322	3	
設	ʂiʔ	˦˥	ʂiʔ˦˥	45	7	
攝	ʂiʔ	˦˥	ʂiʔ˦˥	45	7	
舌	ʂiʔ	˧	ʂiʔ˧	33	8	
折	ʂiʔ	˧	ʂiʔ˧	33	8	
散	sẽ	˦˥	sẽ˦˥	45	5	
汕	sẽ	˦˥	sẽ˦˥	45	5	
訕	sẽ	˦˥	sẽ˦˥	45	5	
饞	sẽ	˨˦	sẽ˨˦	24	2	
涎	sẽ	˨˦	sẽ˨˦	24	2	
叄	sẽ	˨˩	sẽ˨˩	21	1	
仨	sẽ	˨˩	sẽ˨˩	21	1	
三	sẽ	˨˩	sẽ˨˩	21	1	
山	sẽ	˨˩	sẽ˨˩	21	1	
杉	sẽ	˨˩	sẽ˨˩	21	1	
刪	sẽ	˨˩	sẽ˨˩	21	1	
衫	sẽ	˨˩	sẽ˨˩	21	1	
珊	sẽ	˨˩	sẽ˨˩	21	1	
